areaname,villagename,開票所編號
白河區,秀祐里,秀祐里0038
白河區,河東里,河東里0039
白河區,河東里,河東里0040
白河區,虎山里,虎山里0041
白河區,大林里,大林里0042
白河區,崁頭里,崁頭里0043
白河區,六溪里,六溪里0044
白河區,仙草里,仙草里0047
白河區,仙草里,仙草里0048
白河區,關嶺里,關嶺里0045
白河區,關嶺里,關嶺里0046
白河區,玉豐里,玉豐里0049
白河區,大竹里,大竹里0051
白河區,大竹里,大竹里0050
白河區,詔安里,詔安里0052
白河區,廣安里,廣安里0053
白河區,蓮潭里,蓮潭里0054
白河區,竹門里,竹門里0055
白河區,崎內里,崎內里0056
白河區,昇安里,昇安里0057
白河區,汴頭里,汴頭里0058
白河區,內角里,內角里0059
白河區,草店里,草店里0060
白河區,甘宅里,甘宅里0061
柳營區,士林里,士林里0186
柳營區,士林里,士林里0185
柳營區,光福里,光福里0188
柳營區,光福里,光福里0187
柳營區,中埕里,中埕里0189
柳營區,東昇里,東昇里0190
柳營區,東昇里,東昇里0191
柳營區,八翁里,八翁里0192
柳營區,人和里,人和里0194
柳營區,人和里,人和里0193
柳營區,太康里,太康里0195
柳營區,太康里,太康里0196
柳營區,重溪里,重溪里0198
柳營區,重溪里,重溪里0197
柳營區,重溪里,重溪里0199
柳營區,篤農里,篤農里0201
柳營區,篤農里,篤農里0200
柳營區,大農里,大農里0202
柳營區,神農里,神農里0204
柳營區,神農里,神農里0203
柳營區,果毅里,果毅里0206
柳營區,果毅里,果毅里0205
柳營區,旭山里,旭山里0207
柳營區,旭山里,旭山里0208
柳營區,旭山里,旭山里0209
後壁區,後壁里,後壁里0002
後壁區,後壁里,後壁里0001
後壁區,侯伯里,侯伯里0003
後壁區,侯伯里,侯伯里0004
後壁區,嘉苳里,嘉苳里0006
後壁區,嘉苳里,嘉苳里0005
後壁區,土溝里,土溝里0007
後壁區,土溝里,土溝里0008
後壁區,嘉田里,嘉田里0009
後壁區,嘉民里,嘉民里0010
後壁區,菁豊里,菁豊里0011
後壁區,崁頂里,崁頂里0012
後壁區,仕安里,仕安里0020
後壁區,仕安里,仕安里0024
後壁區,竹新里,竹新里0021
後壁區,竹新里,竹新里0022
後壁區,新東里,新東里0023
後壁區,頂安里,頂安里0025
後壁區,長安里,長安里0026
後壁區,長安里,長安里0027
後壁區,福安里,福安里0028
後壁區,烏樹里,烏樹里0029
後壁區,後廍里,後廍里0013
後壁區,墨林里,墨林里0014
後壁區,菁寮里,菁寮里0015
後壁區,新嘉里,新嘉里0016
後壁區,新嘉里,新嘉里0017
後壁區,頂長里,頂長里0018
後壁區,平安里,平安里0019
東山區,東山里,東山里0210
東山區,東中里,東中里0211
東山區,東中里,東中里0212
東山區,東正里,東正里0214
東山區,東正里,東正里0213
東山區,三榮里,三榮里0216
東山區,大客里,大客里0215
東山區,科里里,科里里0217
東山區,科里里,科里里0218
東山區,東河里,東河里0219
東山區,南溪里,南溪里0223
東山區,水雲里,水雲里0224
東山區,林安里,林安里0225
東山區,東原里,東原里0227
東山區,東原里,東原里0226
東山區,嶺南里,嶺南里0228
東山區,南勢里,南勢里0229
東山區,青山里,青山里0230
東山區,高原里,高原里0232
東山區,高原里,高原里0231
東山區,聖賢里,聖賢里0220
東山區,聖賢里,聖賢里0222
東山區,聖賢里,聖賢里0221
麻豆區,穀興里,穀興里0379
麻豆區,保安里,保安里0380
麻豆區,東角里,東角里0382
麻豆區,東角里,東角里0381
麻豆區,晋江里,晋江里0383
麻豆區,晋江里,晋江里0384
麻豆區,巷口里,巷口里0385
麻豆區,中興里,中興里0386
麻豆區,中興里,中興里0387
麻豆區,興農里,興農里0388
麻豆區,新建里,新建里0389
麻豆區,油車里,油車里0390
麻豆區,油車里,油車里0391
麻豆區,北勢里,北勢里0392
麻豆區,大埕里,大埕里0394
麻豆區,大埕里,大埕里0393
麻豆區,總榮里,總榮里0395
麻豆區,龍泉里,龍泉里0396
麻豆區,南勢里,南勢里0397
麻豆區,南勢里,南勢里0398
麻豆區,寮廍里,寮廍里0399
麻豆區,小埤里,小埤里0400
麻豆區,埤頭里,埤頭里0401
麻豆區,大山里,大山里0402
麻豆區,海埔里,海埔里0403
麻豆區,海埔里,海埔里0405
麻豆區,莊禮里,莊禮里0404
麻豆區,麻口里,麻口里0406
麻豆區,安東里,安東里0407
麻豆區,安業里,安業里0408
麻豆區,安西里,安西里0409
麻豆區,謝安里,謝安里0410
麻豆區,中民里,中民里0411
麻豆區,安正里,安正里0412
麻豆區,磚井里,磚井里0413
下營區,下營里,下營里0257
下營區,仁里里,仁里里0259
下營區,仁里里,仁里里0258
下營區,宅內里,宅內里0260
下營區,後街里,後街里0261
下營區,新興里,新興里0263
下營區,新興里,新興里0262
下營區,營前里,營前里0264
下營區,營前里,營前里0265
下營區,大屯里,大屯里0266
下營區,大埤里,大埤里0267
下營區,茅港里,茅港里0268
下營區,中營里,中營里0269
下營區,開化里,開化里0270
下營區,開化里,開化里0271
下營區,西連里,西連里0272
下營區,賀建里,賀建里0273
下營區,甲中里,甲中里0274
下營區,紅厝里,紅厝里0275
六甲區,六甲里,六甲里0277
六甲區,六甲里,六甲里0276
六甲區,六甲里,六甲里0278
六甲區,甲東里,甲東里0279
六甲區,甲東里,甲東里0280
六甲區,甲南里,甲南里0281
六甲區,龍湖里,龍湖里0282
六甲區,七甲里,七甲里0283
六甲區,二甲里,二甲里0286
六甲區,二甲里,二甲里0284
六甲區,二甲里,二甲里0285
六甲區,水林里,水林里0287
六甲區,水林里,水林里0288
六甲區,中社里,中社里0289
六甲區,中社里,中社里0290
六甲區,龜港里,龜港里0291
六甲區,菁埔里,菁埔里0292
六甲區,王爺里,王爺里0293
六甲區,大丘里,大丘里0294
官田區,官田里,官田里0296
官田區,官田里,官田里0295
官田區,二鎮里,二鎮里0297
官田區,二鎮里,二鎮里0298
官田區,湖山里,湖山里0299
官田區,嘉南里,嘉南里0300
官田區,大崎里,大崎里0301
官田區,隆田里,隆田里0303
官田區,隆田里,隆田里0302
官田區,隆本里,隆本里0306
官田區,隆本里,隆本里0305
官田區,隆本里,隆本里0304
官田區,南廍里,南廍里0307
官田區,東庄里,東庄里0308
官田區,西庄里,西庄里0309
官田區,拔林里,拔林里0310
官田區,渡頭里,渡頭里0312
官田區,渡頭里,渡頭里0313
官田區,渡頭里,渡頭里0311
官田區,社子里,社子里0314
大內區,石湖里,石湖里0443
大內區,石湖里,石湖里0444
大內區,石林里,石林里0445
大內區,石城里,石城里0446
大內區,內江里,內江里0447
大內區,大內里,大內里0448
大內區,內郭里,內郭里0449
大內區,頭社里,頭社里0450
大內區,環湖里,環湖里0451
大內區,二溪里,二溪里0452
大內區,曲溪里,曲溪里0453
佳里區,東寧里,東寧里0339
佳里區,東寧里,東寧里0340
佳里區,忠仁里,忠仁里0341
佳里區,忠仁里,忠仁里0342
佳里區,鎮山里,鎮山里0343
佳里區,鎮山里,鎮山里0346
佳里區,鎮山里,鎮山里0345
佳里區,鎮山里,鎮山里0344
佳里區,建南里,建南里0351
佳里區,建南里,建南里0348
佳里區,建南里,建南里0350
佳里區,建南里,建南里0349
佳里區,建南里,建南里0347
佳里區,安西里,安西里0352
佳里區,安西里,安西里0358
佳里區,安西里,安西里0354
佳里區,安西里,安西里0353
佳里區,安西里,安西里0357
佳里區,安西里,安西里0356
佳里區,安西里,安西里0355
佳里區,六安里,六安里0360
佳里區,六安里,六安里0361
佳里區,六安里,六安里0359
佳里區,佳化里,佳化里0363
佳里區,佳化里,佳化里0362
佳里區,禮化里,禮化里0364
佳里區,興化里,興化里0365
佳里區,營頂里,營頂里0366
佳里區,溪州里,溪州里0367
佳里區,海澄里,海澄里0368
佳里區,漳洲里,漳洲里0369
佳里區,頂廍里,頂廍里0370
佳里區,嘉福里,嘉福里0371
佳里區,通興里,通興里0372
佳里區,蚶寮里,蚶寮里0373
佳里區,龍安里,龍安里0374
佳里區,民安里,民安里0375
佳里區,子龍里,子龍里0376
佳里區,子龍里,子龍里0377
佳里區,三協里,三協里0378
學甲區,仁得里,仁得里0088
學甲區,仁得里,仁得里0089
學甲區,仁得里,仁得里0090
學甲區,新榮里,新榮里0093
學甲區,新榮里,新榮里0094
學甲區,光華里,光華里0100
學甲區,光華里,光華里0099
學甲區,宅港里,宅港里0101
學甲區,慈福里,慈福里0086
學甲區,慈福里,慈福里0085
學甲區,慈福里,慈福里0087
學甲區,秀昌里,秀昌里0081
學甲區,秀昌里,秀昌里0082
學甲區,秀昌里,秀昌里0080
學甲區,明宜里,明宜里0083
學甲區,明宜里,明宜里0084
學甲區,豐和里,豐和里0096
學甲區,平和里,平和里0102
學甲區,新達里,新達里0092
學甲區,新達里,新達里0091
學甲區,大灣里,大灣里0095
學甲區,三慶里,三慶里0104
學甲區,三慶里,三慶里0103
學甲區,三慶里,三慶里0105
學甲區,中洲里,中洲里0097
學甲區,中洲里,中洲里0098
西港區,西港里,西港里0479
西港區,西港里,西港里0481
西港區,西港里,西港里0480
西港區,南海里,南海里0486
西港區,南海里,南海里0485
西港區,港東里,港東里0488
西港區,港東里,港東里0487
西港區,檨林里,檨林里0490
西港區,檨林里,檨林里0489
西港區,後營里,後營里0491
西港區,營西里,營西里0492
西港區,金砂里,金砂里0493
西港區,劉厝里,劉厝里0494
西港區,竹林里,竹林里0495
西港區,永樂里,永樂里0496
西港區,新復里,新復里0498
西港區,新復里,新復里0497
西港區,慶安里,慶安里0484
西港區,慶安里,慶安里0482
西港區,慶安里,慶安里0483
七股區,後港里,後港里0315
七股區,大潭里,大潭里0316
七股區,城內里,城內里0317
七股區,篤加里,篤加里0318
七股區,頂山里,頂山里0319
七股區,西寮里,西寮里0320
七股區,塩埕里,塩埕里0321
七股區,龍山里,龍山里0323
七股區,龍山里,龍山里0324
七股區,溪南里,溪南里0325
七股區,七股里,七股里0326
七股區,玉成里,玉成里0327
七股區,大埕里,大埕里0328
七股區,大寮里,大寮里0329
七股區,看坪里,看坪里0330
七股區,樹林里,樹林里0331
七股區,竹港里,竹港里0332
七股區,中寮里,中寮里0322
七股區,竹橋里,竹橋里0333
七股區,義合里,義合里0334
七股區,槺榔里,槺榔里0335
七股區,永吉里,永吉里0336
七股區,三股里,三股里0337
七股區,十份里,十份里0338
將軍區,長榮里,長榮里0233
將軍區,西華里,西華里0234
將軍區,西和里,西和里0235
將軍區,忠興里,忠興里0237
將軍區,忠興里,忠興里0236
將軍區,嘉昌里,嘉昌里0238
將軍區,嘉昌里,嘉昌里0239
將軍區,保源里,保源里0240
將軍區,保源里,保源里0241
將軍區,苓和里,苓和里0242
將軍區,苓和里,苓和里0243
將軍區,仁和里,仁和里0244
將軍區,北埔里,北埔里0245
將軍區,將富里,將富里0246
將軍區,將貴里,將貴里0247
將軍區,三吉里,三吉里0248
將軍區,玉山里,玉山里0249
將軍區,廣山里,廣山里0250
將軍區,長沙里,長沙里0252
將軍區,長沙里,長沙里0251
將軍區,平沙里,平沙里0253
將軍區,鯤鯓里,鯤鯓里0255
將軍區,鯤鯓里,鯤鯓里0254
將軍區,鯤溟里,鯤溟里0256
北門區,保吉里,保吉里0068
北門區,保吉里,保吉里0069
北門區,雙春里,雙春里0073
北門區,東壁里,東壁里0070
北門區,鯤江里,鯤江里0071
北門區,鯤江里,鯤江里0072
北門區,北門里,北門里0062
北門區,北門里,北門里0063
北門區,錦湖里,錦湖里0074
北門區,三光里,三光里0076
北門區,三光里,三光里0077
北門區,仁里里,仁里里0079
北門區,玉港里,玉港里0066
北門區,玉港里,玉港里0067
北門區,中樞里,中樞里0078
北門區,慈安里,慈安里0075
北門區,永華里,永華里0065
北門區,永隆里,永隆里0064
新化區,武安里,武安里0558
新化區,武安里,武安里0559
新化區,東榮里,東榮里0562
新化區,東榮里,東榮里0560
新化區,東榮里,東榮里0563
新化區,東榮里,東榮里0561
新化區,護國里,護國里0564
新化區,護國里,護國里0565
新化區,太平里,太平里0566
新化區,太平里,太平里0567
新化區,太平里,太平里0569
新化區,太平里,太平里0568
新化區,中央里,中央里0570
新化區,觀音里,觀音里0571
新化區,竹林里,竹林里0572
新化區,清水里,清水里0573
新化區,協興里,協興里0575
新化區,協興里,協興里0576
新化區,協興里,協興里0574
新化區,唪口里,唪口里0578
新化區,唪口里,唪口里0577
新化區,北勢里,北勢里0579
新化區,豐榮里,豐榮里0580
新化區,豐榮里,豐榮里0582
新化區,豐榮里,豐榮里0581
新化區,全興里,全興里0584
新化區,全興里,全興里0583
新化區,崙頂里,崙頂里0586
新化區,崙頂里,崙頂里0585
新化區,知義里,知義里0587
新化區,知義里,知義里0588
新化區,山脚里,山脚里0589
新化區,大坑里,大坑里0590
新化區,𦰡拔里,𦰡拔里0592
新化區,𦰡拔里,𦰡拔里0591
新化區,羊林里,羊林里0593
新化區,礁坑里,礁坑里0594
善化區,東關里,東關里0414
善化區,坐駕里,坐駕里0415
善化區,坐駕里,坐駕里0416
善化區,光文里,光文里0417
善化區,光文里,光文里0418
善化區,光文里,光文里0419
善化區,文昌里,文昌里0420
善化區,文昌里,文昌里0421
善化區,南關里,南關里0422
善化區,西關里,西關里0423
善化區,北關里,北關里0424
善化區,文正里,文正里0425
善化區,胡家里,胡家里0426
善化區,胡厝里,胡厝里0427
善化區,什乃里,什乃里0428
善化區,溪美里,溪美里0430
善化區,溪美里,溪美里0429
善化區,六分里,六分里0431
善化區,六德里,六德里0432
善化區,田寮里,田寮里0434
善化區,田寮里,田寮里0433
善化區,東隆里,東隆里0435
善化區,東昌里,東昌里0436
善化區,牛庄里,牛庄里0437
善化區,嘉北里,嘉北里0438
善化區,嘉南里,嘉南里0439
善化區,小新里,小新里0440
善化區,小新里,小新里0441
善化區,小新里,小新里0442
新市區,新市里,新市里0522
新市區,新市里,新市里0523
新市區,新市里,新市里0524
新市區,新和里,新和里0525
新市區,新和里,新和里0529
新市區,新和里,新和里0526
新市區,新和里,新和里0527
新市區,新和里,新和里0528
新市區,社內里,社內里0530
新市區,社內里,社內里0531
新市區,大洲里,大洲里0532
新市區,豐華里,豐華里0533
新市區,三舍里,三舍里0534
新市區,大營里,大營里0537
新市區,大營里,大營里0535
新市區,大營里,大營里0536
新市區,大社里,大社里0538
新市區,大社里,大社里0540
新市區,大社里,大社里0539
新市區,潭頂里,潭頂里0541
新市區,潭頂里,潭頂里0542
新市區,港墘里,港墘里0543
新市區,港墘里,港墘里0545
新市區,港墘里,港墘里0544
新市區,永就里,永就里0548
新市區,永就里,永就里0547
新市區,永就里,永就里0546
安定區,蘇林里,蘇林里0499
安定區,蘇林里,蘇林里0500
安定區,蘇厝里,蘇厝里0502
安定區,蘇厝里,蘇厝里0501
安定區,安定里,安定里0503
安定區,安加里,安加里0504
安定區,保西里,保西里0505
安定區,港尾里,港尾里0506
安定區,港尾里,港尾里0507
安定區,中榮里,中榮里0508
安定區,港口里,港口里0509
安定區,港口里,港口里0510
安定區,港南里,港南里0512
安定區,港南里,港南里0511
安定區,大同里,大同里0513
安定區,六嘉里,六嘉里0514
安定區,中沙里,中沙里0515
安定區,新吉里,新吉里0516
安定區,新吉里,新吉里0517
安定區,海寮里,海寮里0519
安定區,海寮里,海寮里0518
安定區,管寮里,管寮里0520
安定區,南安里,南安里0521
山上區,明和里,明和里0550
山上區,明和里,明和里0549
山上區,南洲里,南洲里0551
山上區,南洲里,南洲里0552
山上區,山上里,山上里0553
山上區,新莊里,新莊里0554
山上區,玉峯里,玉峯里0555
山上區,平陽里,平陽里0556
山上區,豐德里,豐德里0557
玉井區,玉井里,玉井里0454
玉井區,玉田里,玉田里0458
玉井區,玉田里,玉田里0457
玉井區,玉田里,玉田里0456
玉井區,玉田里,玉田里0455
玉井區,中正里,中正里0459
玉井區,中正里,中正里0460
玉井區,竹圍里,竹圍里0461
玉井區,竹圍里,竹圍里0462
玉井區,沙田里,沙田里0463
玉井區,三埔里,三埔里0464
玉井區,三和里,三和里0465
玉井區,望明里,望明里0467
玉井區,望明里,望明里0466
玉井區,層林里,層林里0468
玉井區,豐里里,豐里里0469
楠西區,楠西里,楠西里0470
楠西區,楠西里,楠西里0471
楠西區,灣丘里,灣丘里0472
楠西區,密枝里,密枝里0473
楠西區,照興里,照興里0474
楠西區,鹿田里,鹿田里0475
楠西區,龜丹里,龜丹里0476
楠西區,東勢里,東勢里0477
楠西區,東勢里,東勢里0478
南化區,南化里,南化里0606
南化區,南化里,南化里0605
南化區,小崙里,小崙里0607
南化區,中坑里,中坑里0610
南化區,北平里,北平里0611
南化區,東和里,東和里0608
南化區,西埔里,西埔里0609
南化區,北寮里,北寮里0612
南化區,玉山里,玉山里0613
南化區,關山里,關山里0614
左鎮區,光和里,光和里0595
左鎮區,榮和里,榮和里0596
左鎮區,左鎮里,左鎮里0597
左鎮區,中正里,中正里0598
左鎮區,睦光里,睦光里0599
左鎮區,內庄里,內庄里0600
左鎮區,澄山里,澄山里0604
左鎮區,岡林里,岡林里0601
左鎮區,草山里,草山里0602
左鎮區,二寮里,二寮里0603
仁德區,太子里,太子里1179
仁德區,太子里,太子里1178
仁德區,太子里,太子里1180
仁德區,太子里,太子里1181
仁德區,土庫里,土庫里1182
仁德區,土庫里,土庫里1183
仁德區,一甲里,一甲里1184
仁德區,一甲里,一甲里1185
仁德區,仁德里,仁德里1186
仁德區,仁德里,仁德里1188
仁德區,仁德里,仁德里1187
仁德區,仁德里,仁德里1190
仁德區,仁德里,仁德里1189
仁德區,仁義里,仁義里1193
仁德區,仁義里,仁義里1194
仁德區,仁義里,仁義里1195
仁德區,仁義里,仁義里1197
仁德區,仁義里,仁義里1196
仁德區,仁義里,仁義里1191
仁德區,仁義里,仁義里1192
仁德區,新田里,新田里1199
仁德區,新田里,新田里1198
仁德區,新田里,新田里1200
仁德區,後壁里,後壁里1203
仁德區,後壁里,後壁里1204
仁德區,後壁里,後壁里1205
仁德區,後壁里,後壁里1206
仁德區,後壁里,後壁里1201
仁德區,後壁里,後壁里1202
仁德區,上崙里,上崙里1210
仁德區,上崙里,上崙里1209
仁德區,上崙里,上崙里1207
仁德區,上崙里,上崙里1208
仁德區,田厝里,田厝里1211
仁德區,三甲里,三甲里1212
仁德區,保安里,保安里1213
仁德區,保安里,保安里1214
仁德區,成功里,成功里1215
仁德區,成功里,成功里1218
仁德區,成功里,成功里1217
仁德區,成功里,成功里1216
仁德區,仁和里,仁和里1219
仁德區,仁愛里,仁愛里1220
仁德區,二行里,二行里1221
仁德區,二行里,二行里1222
仁德區,大甲里,大甲里1224
仁德區,大甲里,大甲里1223
仁德區,中洲里,中洲里1225
仁德區,中生里,中生里1226
歸仁區,南保里,南保里1229
歸仁區,南保里,南保里1230
歸仁區,南保里,南保里1228
歸仁區,南保里,南保里1227
歸仁區,六甲里,六甲里1235
歸仁區,六甲里,六甲里1234
歸仁區,六甲里,六甲里1236
歸仁區,歸仁里,歸仁里1260
歸仁區,歸仁里,歸仁里1261
歸仁區,後市里,後市里1239
歸仁區,後市里,後市里1241
歸仁區,後市里,後市里1240
歸仁區,辜厝里,辜厝里1244
歸仁區,辜厝里,辜厝里1245
歸仁區,辜厝里,辜厝里1246
歸仁區,許厝里,許厝里1250
歸仁區,許厝里,許厝里1249
歸仁區,許厝里,許厝里1251
歸仁區,看西里,看西里1252
歸仁區,看東里,看東里1253
歸仁區,崙頂里,崙頂里1254
歸仁區,崙頂里,崙頂里1255
歸仁區,沙崙里,沙崙里1256
歸仁區,大潭里,大潭里1257
歸仁區,大潭里,大潭里1258
歸仁區,武東里,武東里1259
歸仁區,八甲里,八甲里1262
歸仁區,八甲里,八甲里1263
歸仁區,七甲里,七甲里1265
歸仁區,七甲里,七甲里1264
歸仁區,媽廟里,媽廟里1266
歸仁區,媽廟里,媽廟里1267
歸仁區,西埔里,西埔里1269
歸仁區,西埔里,西埔里1268
歸仁區,大廟里,大廟里1271
歸仁區,大廟里,大廟里1270
歸仁區,南興里,南興里1233
歸仁區,南興里,南興里1232
歸仁區,南興里,南興里1231
歸仁區,新厝里,新厝里1247
歸仁區,新厝里,新厝里1248
歸仁區,歸南里,歸南里1237
歸仁區,歸南里,歸南里1238
歸仁區,文化里,文化里1242
歸仁區,文化里,文化里1243
關廟區,關廟里,關廟里1272
關廟區,關廟里,關廟里1273
關廟區,山西里,山西里1274
關廟區,山西里,山西里1275
關廟區,香洋里,香洋里1278
關廟區,香洋里,香洋里1277
關廟區,香洋里,香洋里1276
關廟區,北勢里,北勢里1280
關廟區,北勢里,北勢里1279
關廟區,新埔里,新埔里1281
關廟區,新光里,新光里1282
關廟區,五甲里,五甲里1283
關廟區,五甲里,五甲里1284
關廟區,東勢里,東勢里1287
關廟區,東勢里,東勢里1286
關廟區,東勢里,東勢里1285
關廟區,松腳里,松腳里1289
關廟區,松腳里,松腳里1288
關廟區,南花里,南花里1291
關廟區,南花里,南花里1290
關廟區,北花里,北花里1292
關廟區,北花里,北花里1293
關廟區,深坑里,深坑里1294
關廟區,深坑里,深坑里1295
關廟區,布袋里,布袋里1297
關廟區,布袋里,布袋里1296
關廟區,田中里,田中里1298
關廟區,龜洞里,龜洞里1299
關廟區,埤頭里,埤頭里1300
關廟區,埤頭里,埤頭里1301
關廟區,下湖里,下湖里1302
龍崎區,崎頂里,崎頂里1303
龍崎區,土崎里,土崎里1304
龍崎區,中坑里,中坑里1305
龍崎區,楠坑里,楠坑里1306
龍崎區,牛埔里,牛埔里1307
龍崎區,大坪里,大坪里1308
龍崎區,龍船里,龍船里1309
龍崎區,石𥕢里,石𥕢里1310
永康區,五王里,五王里1037
永康區,五王里,五王里1039
永康區,五王里,五王里1036
永康區,五王里,五王里1038
永康區,網寮里,網寮里1049
永康區,網寮里,網寮里1047
永康區,網寮里,網寮里1050
永康區,網寮里,網寮里1048
永康區,永康里,永康里1061
永康區,永康里,永康里1057
永康區,永康里,永康里1056
永康區,永康里,永康里1060
永康區,永康里,永康里1058
永康區,永康里,永康里1059
永康區,埔園里,埔園里1066
永康區,埔園里,埔園里1065
永康區,埔園里,埔園里1064
永康區,埔園里,埔園里1063
永康區,埔園里,埔園里1062
永康區,埔園里,埔園里1067
永康區,大橋里,大橋里1074
永康區,大橋里,大橋里1075
永康區,大橋里,大橋里1076
永康區,大橋里,大橋里1073
永康區,王行里,王行里1113
永康區,王行里,王行里1114
永康區,烏竹里,烏竹里1115
永康區,烏竹里,烏竹里1116
永康區,蔦松里,蔦松里1086
永康區,蔦松里,蔦松里1087
永康區,三民里,三民里1088
永康區,三民里,三民里1089
永康區,塩行里,塩行里1093
永康區,塩行里,塩行里1090
永康區,塩行里,塩行里1091
永康區,塩行里,塩行里1092
永康區,塩行里,塩行里1094
永康區,塩行里,塩行里1095
永康區,甲頂里,甲頂里1100
永康區,甲頂里,甲頂里1102
永康區,甲頂里,甲頂里1101
永康區,大灣里,大灣里1125
永康區,大灣里,大灣里1124
永康區,大灣里,大灣里1123
永康區,東灣里,東灣里1128
永康區,東灣里,東灣里1127
永康區,東灣里,東灣里1126
永康區,西灣里,西灣里1131
永康區,西灣里,西灣里1132
永康區,西灣里,西灣里1129
永康區,西灣里,西灣里1130
永康區,西灣里,西灣里1133
永康區,南灣里,南灣里1135
永康區,南灣里,南灣里1134
永康區,南灣里,南灣里1136
永康區,崑山里,崑山里1139
永康區,崑山里,崑山里1141
永康區,崑山里,崑山里1137
永康區,崑山里,崑山里1138
永康區,崑山里,崑山里1140
永康區,北灣里,北灣里1143
永康區,北灣里,北灣里1142
永康區,北灣里,北灣里1147
永康區,北灣里,北灣里1146
永康區,北灣里,北灣里1145
永康區,北灣里,北灣里1144
永康區,新樹里,新樹里1121
永康區,新樹里,新樹里1122
永康區,復興里,復興里1149
永康區,復興里,復興里1148
永康區,復國里,復國里1154
永康區,復國里,復國里1153
永康區,復國里,復國里1158
永康區,復國里,復國里1157
永康區,復國里,復國里1156
永康區,復國里,復國里1155
永康區,建國里,建國里1151
永康區,建國里,建國里1152
永康區,神洲里,神洲里1166
永康區,西勢里,西勢里1118
永康區,西勢里,西勢里1117
永康區,西勢里,西勢里1119
永康區,西勢里,西勢里1120
永康區,成功里,成功里1167
永康區,成功里,成功里1168
永康區,中興里,中興里1171
永康區,中興里,中興里1172
永康區,勝利里,勝利里1175
永康區,勝利里,勝利里1176
永康區,勝利里,勝利里1177
永康區,勝利里,勝利里1173
永康區,勝利里,勝利里1174
永康區,龍潭里,龍潭里1108
永康區,龍潭里,龍潭里1106
永康區,龍潭里,龍潭里1112
永康區,龍潭里,龍潭里1107
永康區,龍潭里,龍潭里1111
永康區,龍潭里,龍潭里1110
永康區,龍潭里,龍潭里1109
永康區,光復里,光復里1150
永康區,塩洲里,塩洲里1097
永康區,塩洲里,塩洲里1099
永康區,塩洲里,塩洲里1098
永康區,塩洲里,塩洲里1096
永康區,二王里,二王里1054
永康區,二王里,二王里1051
永康區,二王里,二王里1053
永康區,二王里,二王里1055
永康區,二王里,二王里1052
永康區,六合里,六合里1044
永康區,六合里,六合里1043
永康區,六合里,六合里1045
永康區,六合里,六合里1046
永康區,三合里,三合里1040
永康區,三合里,三合里1042
永康區,三合里,三合里1041
永康區,東橋里,東橋里1077
永康區,東橋里,東橋里1078
永康區,東橋里,東橋里1079
永康區,東橋里,東橋里1080
永康區,安康里,安康里1083
永康區,安康里,安康里1085
永康區,安康里,安康里1084
永康區,西橋里,西橋里1082
永康區,西橋里,西橋里1081
永康區,尚頂里,尚頂里1105
永康區,尚頂里,尚頂里1104
永康區,尚頂里,尚頂里1103
永康區,復華里,復華里1160
永康區,復華里,復華里1159
永康區,復華里,復華里1161
永康區,復華里,復華里1162
永康區,復華里,復華里1163
永康區,復華里,復華里1164
永康區,復華里,復華里1165
永康區,正強里,正強里1071
永康區,正強里,正強里1068
永康區,正強里,正強里1069
永康區,正強里,正強里1070
永康區,正強里,正強里1072
永康區,中華里,中華里1169
永康區,中華里,中華里1170
東區,富裕里,富裕里1017
東區,裕農里,裕農里1014
東區,裕農里,裕農里1013
東區,大智里,大智里0960
東區,大智里,大智里0961
東區,大智里,大智里0962
東區,崇學里,崇學里0944
東區,崇學里,崇學里0945
東區,泉南里,泉南里1029
東區,泉南里,泉南里1028
東區,泉南里,泉南里1030
東區,仁和里,仁和里0965
東區,仁和里,仁和里0966
東區,後甲里,後甲里0986
東區,後甲里,後甲里0987
東區,東光里,東光里0989
東區,東光里,東光里0988
東區,東光里,東光里0990
東區,新東里,新東里1008
東區,新東里,新東里1009
東區,中西里,中西里1005
東區,中西里,中西里1006
東區,東安里,東安里1007
東區,崇明里,崇明里1021
東區,崇明里,崇明里1022
東區,自強里,自強里0978
東區,自強里,自強里0977
東區,自強里,自強里0976
東區,和平里,和平里0967
東區,和平里,和平里0968
東區,路東里,路東里1025
東區,大德里,大德里1024
東區,關聖里,關聖里0980
東區,關聖里,關聖里0981
東區,衛國里,衛國里1012
東區,崇善里,崇善里0950
東區,崇善里,崇善里0951
東區,崇善里,崇善里0949
東區,富強里,富強里1015
東區,富強里,富強里1016
東區,圍下里,圍下里1003
東區,圍下里,圍下里1004
東區,小東里,小東里0995
東區,小東里,小東里0997
東區,小東里,小東里0996
東區,大學里,大學里0998
東區,龍山里,龍山里1031
東區,龍山里,龍山里1032
東區,龍山里,龍山里1033
東區,虎尾里,虎尾里0969
東區,虎尾里,虎尾里0971
東區,虎尾里,虎尾里0970
東區,德高里,德高里0963
東區,德高里,德高里0964
東區,莊敬里,莊敬里0994
東區,莊敬里,莊敬里0993
東區,大福里,大福里1023
東區,忠孝里,忠孝里1019
東區,忠孝里,忠孝里1018
東區,忠孝里,忠孝里1020
東區,崇誨里,崇誨里1010
東區,崇誨里,崇誨里1011
東區,東明里,東明里0991
東區,東明里,東明里0992
東區,崇德里,崇德里0948
東區,崇德里,崇德里0946
東區,崇德里,崇德里0947
東區,東智里,東智里0959
